SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ, Latitude
1763770749.326214, 0.011073, 0.045191, -9.784055, -0.002353, 0.003130, -0.003620, -87.901749, 238.696609, 818.316589, 34.136306
1763770749.336726, 0.023942, 0.055067, -9.791237, -0.003986, 0.002051, -0.004167, -87.857880, 238.795517, 818.175049, 34.136306
1763770749.346939, 0.019303, 0.049231, -9.777321, -0.003441, 0.001815, -0.003075, -87.768433, 238.602448, 818.015259, 34.136306
1763770749.356948, 0.013916, 0.043096, -9.781810, -0.001872, 0.002837, -0.003919, -87.891373, 238.552948, 818.404297, 34.136306
1763770749.366929, 0.027234, 0.053421, -9.782708, -0.002751, 0.002621, -0.003165, -87.926285, 238.843384, 818.190552, 34.136306
1763770749.376948, 0.017358, 0.051326, -9.776124, -0.002243, 0.002715, -0.002372, -87.746918, 238.604218, 818.065735, 34.136306
1763770749.386739, 0.019453, 0.056713, -9.788693, -0.003519, 0.001847, -0.002584, -87.753448, 238.770508, 818.200867, 34.136306
1763770749.396931, 0.011522, 0.030825, -9.776573, -0.003034, 0.001961, -0.003235, -87.978958, 238.952087, 818.198120, 34.136306
1763770749.406936, 0.013467, 0.049380, -9.770587, -0.003176, 0.001275, -0.002249, -87.834991, 238.658798, 818.147461, 34.136306
1763770749.416929, 0.018405, 0.050278, -9.779865, -0.003339, 0.002295, -0.002484, -87.824081, 238.802338, 818.091187, 34.136306
1763770749.426948, 0.004190, 0.055665, -9.770438, -0.004420, 0.002499, -0.003343, -87.786697, 238.553452, 818.182129, 34.136306
1763770749.436739, -0.002245, 0.056114, -9.772982, -0.003955, 0.001307, -0.002417, -87.941742, 238.904221, 818.128662, 34.136306
1763770749.446928, -0.001197, 0.050578, -9.781212, -0.003553, 0.002300, -0.002353, -87.686401, 238.736832, 817.918884, 34.136306
1763770749.456940, 0.005237, 0.050428, -9.766697, -0.003874, 0.001149, -0.002444, -87.709320, 238.598175, 818.024353, 34.136306
1763770749.466931, 0.008080, 0.059256, -9.783606, -0.002530, 0.002655, -0.002281, -87.812057, 238.532990, 818.184692, 34.136306
1763770749.476929, 0.006285, 0.057610, -9.789741, -0.002430, 0.003374, -0.001118, -87.805481, 238.717010, 818.210693, 34.136306
1763770749.486789, 0.008529, 0.054618, -9.782708, -0.001210, 0.001503, -0.003622, -87.766754, 238.762329, 818.234375, 34.136306
1763770749.496926, 0.003442, 0.045191, -9.775974, -0.002217, 0.002884, -0.001001, -88.030807, 238.744003, 818.019165, 34.136306
1763770749.506940, 0.004489, 0.051775, -9.779566, -0.002485, 0.003576, -0.002658, -87.602005, 238.939636, 818.111938, 34.136306
1763770749.516962, 0.003891, 0.045191, -9.769540, -0.000873, 0.003100, -0.002071, -87.847870, 238.634354, 818.132996, 34.136306
1763770749.526934, -0.000599, 0.051026, -9.769839, -0.000688, 0.003278, -0.002055, -87.588379, 238.627716, 817.920715, 34.136306
1763770749.536787, 0.000898, 0.057311, -9.767295, -0.002644, 0.003300, -0.002355, -87.723267, 238.768265, 818.114380, 34.136306
1763770749.546926, 0.006135, 0.045939, -9.777171, -0.003492, 0.003230, -0.002492, -87.643234, 238.801224, 818.025269, 34.136306
1763770749.556935, 0.008380, 0.033519, -9.766996, -0.001285, 0.003031, -0.002866, -87.725723, 238.983734, 818.186829, 34.136306
1763770749.566955, 0.012869, 0.044592, -9.769241, -0.002850, 0.004460, -0.001196, -87.684250, 239.073563, 818.063293, 34.136306
1763770749.576197, 0.002544, 0.062399, -9.783007, -0.002716, 0.004148, 0.000183, -87.573090, 238.665359, 817.979492, 34.136306
