SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
1763766188.437185, 0.125995, -0.046388, -9.777920, -0.002866, -0.000447, -0.001594
1763766188.447168, 0.135422, -0.039804, -9.772233, -0.003102, 0.000652, -0.002198
1763766188.457169, 0.135871, -0.036811, -9.765200, -0.004088, 0.000998, -0.001556
1763766188.467135, 0.116568, -0.030376, -9.774328, -0.004341, 0.001696, -0.000586
1763766188.477170, 0.120608, -0.031424, -9.779566, -0.004108, 0.002205, -0.002224
1763766188.487170, 0.122852, -0.029778, -9.759813, -0.003312, 0.001007, -0.001146
1763766188.497166, 0.110881, -0.029928, -9.771934, -0.003063, 0.002929, -0.002047
1763766188.507179, 0.123301, -0.033519, -9.774478, -0.002991, 0.002306, -0.002275
1763766188.517140, 0.114473, -0.022146, -9.769540, -0.002908, 0.003392, -0.004291
1763766188.527166, 0.120458, -0.026187, -9.771635, -0.002180, 0.003885, -0.002734
1763766188.537178, 0.118064, -0.016011, -9.784055, -0.002903, 0.005197, -0.003804
1763766188.547167, 0.118363, -0.022745, -9.781960, -0.002061, 0.003967, -0.003785
1763766188.557180, 0.129137, -0.003142, -9.776573, -0.002147, 0.003335, -0.002912
1763766188.567148, 0.129885, -0.020800, -9.769989, -0.002230, 0.005097, -0.003643
1763766188.577169, 0.135572, -0.028581, -9.768941, -0.001765, 0.004883, -0.003740
1763766188.586273, 0.130035, -0.033519, -9.783007, -0.002945, 0.005414, -0.003151
1763766188.597189, 0.124648, -0.032022, -9.762208, -0.001243, 0.003887, -0.003443
1763766188.607166, 0.135871, -0.029479, -9.769390, -0.002700, 0.004751, -0.002772
1763766188.617153, 0.134674, -0.018705, -9.772682, -0.004052, 0.003906, -0.002195
1763766188.627168, 0.135422, -0.026935, -9.769839, -0.001997, 0.002984, -0.004457
1763766188.637169, 0.130334, -0.030825, -9.776124, -0.001325, 0.002140, -0.003593
1763766188.647182, 0.136918, -0.019004, -9.784504, -0.002766, 0.003736, -0.002683
1763766188.657166, 0.137068, -0.026037, -9.767595, -0.004592, 0.002701, -0.002093
1763766188.667160, 0.143353, -0.032621, -9.785102, -0.001890, 0.001102, -0.002427
1763766188.677184, 0.137966, -0.032621, -9.783007, -0.004006, 0.003121, -0.003611
1763766188.687165, 0.130334, -0.023194, -9.783157, -0.004678, 0.001506, -0.002892
1763766188.697175, 0.134674, -0.033070, -9.786748, -0.002130, 0.000460, -0.002949
1763766188.707190, 0.136320, -0.025438, -9.769989, -0.001599, 0.001825, -0.000882
1763766188.717166, 0.122254, -0.032771, -9.778219, -0.001555, 0.000549, -0.002411
1763766188.727164, 0.125097, -0.026635, -9.778069, -0.003865, 0.000898, -0.002155
1763766188.737176, 0.129736, -0.026037, -9.782409, -0.001900, 0.001707, -0.002834
1763766188.747182, 0.136170, -0.013916, -9.782558, -0.002602, 0.002016, -0.002335
1763766188.757164, 0.136619, -0.033369, -9.780613, -0.002521, 0.003064, -0.001080
1763766188.766662, 0.122703, -0.030077, -9.774478, -0.001596, 0.002301, -0.001961
1763766188.777170, 0.119560, -0.023493, -9.780314, -0.003273, 0.003447, -0.001128
1763766188.787163, 0.122254, -0.030676, -9.773879, -0.002701, 0.003841, -0.002586
1763766188.797185, 0.122254, -0.030676, -9.773879, -0.002701, 0.003841, -0.002586
1763766188.807162, 0.131681, -0.029628, -9.773131, -0.002667, 0.003491, -0.002187
1763766188.816670, 0.119560, -0.022895, -9.779715, -0.003021, 0.002749, -0.003277
1763766188.827166, 0.140809, -0.023643, -9.783755, -0.001878, 0.003238, -0.002043
1763766188.837161, 0.138864, -0.026336, -9.776423, -0.002117, 0.004834, -0.003682
1763766188.847167, 0.143652, -0.025289, -9.775226, -0.002117, 0.004834, -0.003682
1763766188.857172, 0.127192, -0.030526, -9.776423, -0.002317, 0.004046, -0.002749
1763766188.866681, 0.127192, -0.030526, -9.776423, -0.002317, 0.004046, -0.002749
1763766188.877166, 0.132429, -0.021697, -9.770288, -0.003158, 0.003129, -0.002888
1763766188.887164, 0.143502, -0.023044, -9.774179, -0.001365, 0.003697, -0.002528
1763766188.897162, 0.139911, -0.039055, -9.780164, -0.001563, 0.002117, -0.002167
1763766188.907162, 0.131681, -0.028282, -9.777321, -0.001725, 0.002797, -0.003429
1763766188.916685, 0.131681, -0.028282, -9.777321, -0.001725, 0.002797, -0.003429
1763766188.927167, 0.117914, -0.030526, -9.782409, -0.005155, 0.001904, -0.002871
1763766188.937177, 0.135422, -0.020051, -9.780164, -0.002821, 0.001967, -0.003765
1763766188.947165, 0.124498, -0.033070, -9.777321, -0.001421, 0.001971, -0.001993
1763766188.957180, 0.132429, -0.021847, -9.772084, -0.004013, 0.001803, -0.001625
1763766188.966694, 0.132429, -0.021847, -9.772084, -0.004013, 0.001803, -0.001625
1763766188.976415, 0.133776, -0.038607, -9.780314, -0.002357, 0.002237, -0.003748
1763766188.987162, 0.131681, -0.017957, -9.773430, -0.001807, 0.001755, -0.003865
1763766188.997161, 0.128688, -0.029179, -9.779117, -0.002583, 0.002877, -0.001949
1763766189.007162, 0.130484, -0.038307, -9.788544, -0.003130, 0.002818, -0.001824
1763766189.016701, 0.125995, -0.024541, -9.782409, -0.001948, 0.002689, -0.001957
1763766189.027171, 0.124498, -0.014814, -9.773131, -0.001646, 0.003235, -0.002211
1763766189.037161, 0.129287, -0.033369, -9.780763, -0.002821, 0.003543, -0.002825
1763766189.047159, 0.115820, -0.029628, -9.766397, -0.003785, 0.003656, -0.002316
1763766189.057172, 0.144400, -0.023792, -9.777171, -0.003271, 0.003314, -0.002897
1763766189.066711, 0.138265, -0.035763, -9.779266, -0.002503, 0.004409, -0.001431
1763766189.076483, 0.130334, -0.026635, -9.786748, -0.002905, 0.003268, -0.002987
1763766189.087160, 0.125696, -0.025588, -9.773131, -0.002904, 0.002089, -0.003321
1763766189.097159, 0.132130, -0.025887, -9.782259, -0.003440, 0.003196, -0.002188
1763766189.107159, 0.130933, -0.022446, -9.783007, -0.001390, 0.002791, -0.001687
1763766189.116713, 0.134225, -0.029479, -9.775525, -0.003152, 0.002383, -0.002720
1763766189.127159, 0.138714, -0.023493, -9.766996, -0.000705, 0.004445, -0.001717
1763766189.137158, 0.132429, -0.015862, -9.776423, -0.004032, 0.002558, -0.002304
1763766189.147163, 0.125247, -0.022745, -9.762058, -0.002545, 0.002871, -0.000981
1763766189.157158, 0.132280, -0.034267, -9.776423, -0.002492, 0.002607, -0.001678
1763766189.166762, 0.126294, -0.036811, -9.790340, -0.002752, 0.002790, -0.003053
1763766189.177158, 0.121057, -0.028282, -9.777920, -0.002773, 0.002247, -0.002311
1763766189.187158, 0.130634, -0.029778, -9.776722, -0.003503, 0.003057, -0.002913
1763766189.197163, 0.136769, -0.027683, -9.780164, -0.003635, 0.002258, -0.002845
1763766189.207158, 0.137068, -0.034566, -9.780613, -0.004482, 0.003118, -0.001989
1763766189.216760, 0.134973, -0.038158, -9.778668, -0.002365, 0.001878, -0.003169
1763766189.227157, 0.132579, -0.026187, -9.780015, -0.001415, 0.001405, -0.001340
1763766189.237157, 0.129586, -0.030825, -9.777770, -0.003699, 0.002428, -0.004272
1763766189.247156, 0.127940, -0.030376, -9.777620, -0.002687, 0.002801, -0.001570
1763766189.257156, 0.122703, -0.026187, -9.781960, -0.001883, 0.003138, -0.002320
1763766189.266767, 0.127342, -0.025289, -9.771934, -0.003486, 0.001870, -0.002477
1763766189.277154, 0.125845, -0.025887, -9.775675, -0.003531, 0.003121, -0.002508
1763766189.287159, 0.126444, -0.030676, -9.776124, -0.002687, 0.003492, -0.004084
1763766189.297164, 0.134823, -0.032172, -9.776722, -0.004247, 0.002556, -0.000936
1763766189.307155, 0.142455, -0.030227, -9.772233, -0.003564, 0.002917, -0.003148
1763766189.316774, 0.123750, -0.034566, -9.771186, -0.002244, 0.002443, -0.002605
1763766189.327156, 0.137218, -0.029628, -9.771186, -0.003056, 0.003661, -0.002246
1763766189.337159, 0.129137, -0.030077, -9.775825, -0.002627, 0.004609, -0.001119
1763766189.347154, 0.132429, -0.031424, -9.769989, -0.003365, 0.002991, -0.002013
1763766189.357162, 0.129736, -0.024092, -9.776274, -0.002580, 0.002966, -0.002062
1763766189.366782, 0.121356, -0.044891, -9.779865, -0.001441, 0.002162, -0.001894
1763766189.377154, 0.122104, -0.032920, -9.777920, -0.002724, 0.003111, -0.002298
1763766189.387155, 0.137218, -0.022296, -9.779117, -0.002686, 0.003206, -0.001154
1763766189.397154, 0.125696, -0.026187, -9.781062, -0.002826, 0.002628, -0.001089
1763766189.407163, 0.134225, -0.029628, -9.771934, -0.003189, 0.002616, -0.002924
1763766189.416790, 0.137517, -0.022595, -9.782109, -0.003253, 0.002134, -0.003236
1763766189.427178, 0.123750, -0.026785, -9.778069, -0.001458, 0.002796, -0.002797
1763766189.437155, 0.130185, -0.026336, -9.776423, -0.001903, 0.002622, -0.003487
1763766189.447152, 0.132429, -0.026935, -9.775825, -0.003419, 0.002889, -0.003257
1763766189.457172, 0.139762, -0.025289, -9.777620, -0.002427, 0.003041, -0.001600
1763766189.466797, 0.139013, -0.022296, -9.780164, -0.003155, 0.002734, -0.002161
1763766189.477151, 0.131382, -0.028431, -9.781511, -0.002903, 0.002609, -0.003358
1763766189.487174, 0.141856, -0.016460, -9.773730, -0.002972, 0.003086, -0.002386
1763766189.497151, 0.118663, -0.032621, -9.778668, -0.004834, 0.003040, -0.002405
1763766189.507151, 0.127491, -0.025438, -9.779715, -0.003494, 0.002388, -0.003016
1763766189.516803, 0.138714, -0.044442, -9.776274, -0.003226, 0.003359, -0.001520
1763766189.527171, 0.136918, -0.021548, -9.788245, -0.002951, 0.003673, -0.003279
1763766189.537152, 0.129137, -0.023792, -9.797223, -0.003584, 0.002800, -0.002768
1763766189.547149, 0.133327, -0.025139, -9.777022, -0.003610, 0.002363, -0.002569
1763766189.557177, 0.141856, -0.027234, -9.773430, -0.002863, 0.002954, -0.002632
1763766189.566811, 0.136769, -0.033369, -9.783905, -0.003104, 0.002979, -0.002680
1763766189.577154, 0.138265, -0.027384, -9.780613, -0.003056, 0.003106, -0.002556
1763766189.587153, 0.139313, -0.027234, -9.777321, -0.002161, 0.003601, -0.001567
1763766189.597170, 0.134823, -0.016460, -9.770887, -0.001366, 0.003580, -0.002832
1763766189.607159, 0.123002, -0.026187, -9.771784, -0.004940, 0.003170, -0.004000
1763766189.616819, 0.134674, -0.029479, -9.765200, -0.002710, 0.002300, -0.002281
1763766189.626527, 0.132579, -0.031723, -9.779266, -0.002784, 0.003072, -0.001741
1763766189.637151, 0.132579, -0.030227, -9.783606, -0.002074, 0.004136, -0.002175
1763766189.647170, 0.142904, -0.016460, -9.787347, -0.004198, 0.002258, -0.001414
1763766189.657163, 0.118812, -0.016460, -9.773131, -0.001488, 0.002690, -0.002448
1763766189.666826, 0.119411, -0.022745, -9.773131, -0.003071, 0.003319, -0.003054
1763766189.676527, 0.137966, -0.018555, -9.783905, -0.002053, 0.002529, -0.001320
1763766189.687150, 0.134225, -0.022895, -9.774328, -0.002526, 0.002428, -0.001426
1763766189.697172, 0.117615, -0.042048, -9.770887, -0.001238, 0.002167, -0.001449
1763766189.707154, 0.125995, -0.030975, -9.768343, -0.001907, 0.002641, -0.001414
1763766189.716833, 0.137517, -0.019752, -9.767295, -0.001873, 0.003548, -0.001470
1763766189.726533, 0.141856, -0.015413, -9.765949, -0.003857, 0.002666, -0.002647
1763766189.737150, 0.134674, -0.037260, -9.766547, -0.002018, 0.003802, -0.002391
1763766189.747165, 0.133477, -0.031873, -9.785252, -0.003362, 0.002172, -0.002963
1763766189.757147, 0.125995, -0.027533, -9.769690, -0.003613, 0.003250, -0.003200
1763766189.766839, 0.137367, -0.026785, -9.784354, -0.002450, 0.002991, -0.001960
1763766189.776534, 0.127641, -0.032322, -9.777620, -0.003379, 0.003242, -0.002365
1763766189.787157, 0.125845, -0.021249, -9.775525, -0.003341, 0.001995, -0.002743
1763766189.797167, 0.130334, -0.024989, -9.773730, -0.002688, 0.001232, -0.002886
1763766189.807147, 0.122553, -0.040552, -9.792584, -0.003268, 0.003793, -0.001878
1763766189.816846, 0.129287, -0.029928, -9.782109, -0.002610, 0.002521, -0.000241
1763766189.826533, 0.140061, -0.026935, -9.784953, -0.002426, 0.003238, -0.002117
1763766189.837149, 0.118663, -0.025887, -9.781511, -0.002698, 0.003995, -0.003195
1763766189.847008, 0.135572, -0.029329, -9.778817, -0.004439, 0.003580, -0.002106
1763766189.857150, 0.134973, -0.034267, -9.775076, -0.003093, 0.003500, -0.001792
1763766189.866854, 0.128988, -0.030975, -9.778368, -0.003663, 0.003559, -0.001398
1763766189.876523, 0.125396, -0.026187, -9.781810, -0.002756, 0.002918, -0.003322
1763766189.887148, 0.127940, -0.036063, -9.791986, -0.002246, 0.003527, -0.002025
1763766189.897169, 0.138265, -0.037559, -9.779566, -0.002806, 0.004313, -0.002275
1763766189.907146, 0.135721, -0.037110, -9.778817, -0.003769, 0.003172, -0.001804
1763766189.916863, 0.114473, -0.034566, -9.769241, -0.002908, 0.003740, -0.002060
1763766189.926526, 0.131232, -0.038607, -9.779865, -0.002113, 0.002337, -0.001956
1763766189.937151, 0.138864, -0.036212, -9.779416, -0.004925, 0.002672, -0.002140
1763766189.947148, 0.130035, -0.024840, -9.767744, -0.003429, 0.002836, -0.001853
1763766189.957157, 0.126743, -0.029030, -9.769989, -0.002998, 0.003179, -0.003413
1763766189.966872, 0.127342, -0.017208, -9.783157, -0.002953, 0.002309, -0.001090
1763766189.976523, 0.128090, -0.038457, -9.771635, -0.004061, 0.004442, -0.002608
1763766189.987147, 0.121955, -0.033818, -9.772682, -0.001607, 0.002891, -0.004108
1763766189.997168, 0.140659, -0.029778, -9.779266, -0.002500, 0.001883, -0.001786
1763766190.007145, 0.145897, -0.037409, -9.765949, -0.002574, 0.004047, -0.002060
1763766190.016877, 0.127791, -0.025738, -9.779266, -0.002534, 0.003942, -0.003339
1763766190.026531, 0.134823, -0.030376, -9.785102, -0.003386, 0.002401, -0.000880
1763766190.037144, 0.128389, -0.028880, -9.787945, -0.002442, 0.003358, -0.003080
1763766190.047161, 0.133028, -0.027533, -9.777321, -0.002474, 0.002570, -0.001667
1763766190.057143, 0.132579, -0.020500, -9.775525, -0.002126, 0.002710, -0.000996
1763766190.066885, 0.130484, -0.024690, -9.787347, -0.003551, 0.001887, -0.001747
1763766190.076534, 0.127791, -0.026486, -9.776423, -0.002970, 0.002131, -0.002484
1763766190.087146, 0.125247, -0.027384, -9.781960, -0.003030, 0.002954, -0.002609
1763766190.097164, 0.128090, -0.025887, -9.772383, -0.002650, 0.002966, -0.000830
1763766190.107141, 0.130634, -0.024690, -9.775825, -0.003700, 0.001794, -0.002607
1763766190.116892, 0.139013, -0.021398, -9.785102, -0.002890, 0.002699, -0.003029
1763766190.126530, 0.128988, -0.018555, -9.776722, -0.001300, 0.002922, -0.003276
1763766190.137145, 0.131831, -0.037559, -9.779117, -0.001993, 0.003078, -0.001953
1763766190.147139, 0.133327, -0.029628, -9.761459, -0.002626, 0.003279, -0.003423
1763766190.157163, 0.124947, -0.028132, -9.774478, -0.002897, 0.001497, -0.002973
1763766190.166898, 0.134823, -0.040402, -9.788245, -0.003230, 0.001763, -0.003239
1763766190.176524, 0.122254, -0.029778, -9.777471, -0.003137, 0.001845, -0.002764
1763766190.187141, 0.128688, -0.024840, -9.776722, -0.002003, 0.002505, -0.001131
1763766190.197161, 0.123900, -0.029030, -9.774029, -0.002107, 0.002363, -0.002281
1763766190.207143, 0.131083, -0.026785, -9.785102, -0.003442, 0.002770, -0.000703
1763766190.216907, 0.134674, -0.027833, -9.770587, -0.003182, 0.004001, -0.002975
1763766190.226520, 0.129736, -0.029329, -9.764602, -0.002810, 0.004621, -0.003219
1763766190.237158, 0.129586, -0.033818, -9.775376, -0.001878, 0.003019, -0.003297
1763766190.247144, 0.127940, -0.026785, -9.774777, -0.003690, 0.003568, -0.002216
1763766190.257139, 0.129287, -0.027982, -9.777620, -0.002796, 0.003355, -0.004300
1763766190.266911, 0.124648, -0.030825, -9.769091, -0.003044, 0.002126, -0.002540
1763766190.276526, 0.124798, -0.034566, -9.776573, -0.002717, 0.002852, -0.001868
1763766190.287144, 0.135721, -0.023343, -9.774628, -0.001313, 0.002279, -0.000844
1763766190.297140, 0.139911, -0.021697, -9.783007, -0.002171, 0.002707, -0.001498
1763766190.307141, 0.136469, -0.028282, -9.774478, -0.002663, 0.002170, -0.003142
1763766190.316919, 0.137667, -0.025738, -9.780613, -0.000973, 0.003348, -0.003043
1763766190.327142, 0.124199, -0.029479, -9.777171, -0.002430, 0.003493, -0.003344
1763766190.336248, 0.130035, -0.027234, -9.765200, -0.004134, 0.002556, -0.001753
1763766190.347157, 0.130634, -0.028132, -9.779715, -0.003133, 0.002145, -0.000792
1763766190.357139, 0.120907, -0.031873, -9.784354, -0.003346, 0.003193, -0.001430
1763766190.366926, 0.138714, -0.029030, -9.784953, -0.003907, 0.002975, -0.001185
1763766190.376536, 0.130185, -0.026785, -9.782409, -0.003009, 0.004086, -0.002300
1763766190.387139, 0.131831, -0.030376, -9.765051, -0.002813, 0.002681, -0.004958
1763766190.397144, 0.119860, -0.020800, -9.768492, -0.002760, 0.002717, -0.000823
1763766190.407138, 0.120309, -0.020800, -9.770288, -0.002972, 0.003121, -0.001642
1763766190.416934, 0.129586, -0.037409, -9.777171, -0.003153, 0.003485, -0.002333
1763766190.426537, 0.125995, -0.022446, -9.753080, -0.003697, 0.001728, -0.003494
1763766190.437151, 0.123900, -0.022595, -9.763405, -0.002220, 0.003573, -0.002907
1763766190.447149, 0.127192, -0.032172, -9.784055, -0.002747, 0.003584, -0.003062
1763766190.457138, 0.143502, -0.024241, -9.767146, -0.001492, 0.002568, -0.001877
1763766190.466941, 0.119710, -0.036960, -9.767445, -0.002849, 0.003504, -0.002584
1763766190.476514, 0.125995, -0.032920, -9.770438, -0.001843, 0.002573, -0.002916
1763766190.487137, 0.128239, -0.037409, -9.773580, -0.003501, 0.002998, -0.003036
1763766190.497142, 0.125247, -0.023942, -9.780015, -0.004305, 0.003172, -0.003453
1763766190.507146, 0.137517, -0.026037, -9.777471, -0.004010, 0.002515, -0.002330
1763766190.516948, 0.128688, -0.032322, -9.787047, -0.003769, 0.002827, -0.000699
1763766190.526514, 0.126593, -0.032022, -9.772982, -0.002298, 0.002267, -0.002142
1763766190.537137, 0.113425, -0.027683, -9.774628, -0.002733, 0.003030, -0.002584
1763766190.547134, 0.126294, -0.028132, -9.782109, -0.003595, 0.002373, -0.003070
1763766190.557157, 0.130035, -0.020949, -9.770587, -0.003042, 0.003057, -0.001710
1763766190.566955, 0.129885, -0.030077, -9.769839, -0.003208, 0.003056, -0.002573
1763766190.576526, 0.124349, -0.030376, -9.768642, -0.003691, 0.003378, -0.002643
1763766190.587140, 0.128539, -0.029628, -9.783157, -0.002051, 0.003504, -0.002851
1763766190.596540, 0.139013, -0.026785, -9.788394, -0.002460, 0.003486, -0.003796
1763766190.607137, 0.127491, -0.026935, -9.783456, -0.001683, 0.003166, -0.001169
1763766190.616963, 0.130634, -0.028132, -9.779865, -0.002933, 0.002843, -0.001974
1763766190.626526, 0.124498, -0.030526, -9.777920, -0.003427, 0.002348, -0.002984
1763766190.637136, 0.130334, -0.038906, -9.777321, -0.002831, 0.003300, -0.003665
1763766190.647157, 0.136619, -0.038158, -9.774328, -0.002904, 0.002687, -0.001142
1763766190.657137, 0.131980, -0.023343, -9.770887, -0.002664, 0.002114, -0.001379
1763766190.666973, 0.123301, -0.030825, -9.787796, -0.000979, 0.002308, -0.002240
1763766190.676514, 0.137367, -0.028282, -9.775076, -0.002917, 0.001690, -0.004826
1763766190.687139, 0.130783, -0.024989, -9.782558, -0.003344, 0.001451, -0.003131
1763766190.697140, 0.123002, -0.025588, -9.777770, -0.003651, 0.002912, -0.003465
1763766190.707143, 0.133028, -0.025289, -9.783606, -0.002570, 0.003218, -0.002850
1763766190.716980, 0.130334, -0.036063, -9.775974, -0.003194, 0.001934, -0.004209
1763766190.726511, 0.121506, -0.027234, -9.774179, -0.003486, 0.003413, -0.002456
1763766190.736630, 0.130035, -0.030676, -9.785401, -0.003629, 0.001635, -0.000816
1763766190.747149, 0.131083, -0.032920, -9.770138, -0.002712, 0.002430, -0.002151
1763766190.756888, 0.131232, -0.026785, -9.769690, -0.005157, 0.001436, -0.003413
1763766190.766985, 0.131681, -0.021099, -9.789891, -0.002529, 0.003088, -0.002641
1763766190.776539, 0.138714, -0.031125, -9.766996, -0.002882, 0.003753, -0.001723
1763766190.787141, 0.131083, -0.020949, -9.783606, -0.003002, 0.002489, -0.003419
1763766190.797141, 0.131083, -0.020949, -9.783606, -0.003272, 0.002292, -0.000983
1763766190.807139, 0.133926, -0.043395, -9.780164, -0.001543, 0.002806, -0.002652
1763766190.816991, 0.133926, -0.043395, -9.780164, -0.001356, 0.001744, -0.001870
1763766190.826515, 0.130634, -0.023643, -9.771485, -0.002903, 0.001984, -0.002271
1763766190.837127, 0.125845, -0.033369, -9.771934, -0.001928, 0.002888, -0.001581
1763766190.847127, 0.132878, -0.027234, -9.779266, -0.001928, 0.002888, -0.001581
1763766190.857125, 0.128539, -0.029778, -9.777471, -0.003703, 0.002992, -0.001711
1763766190.866999, 0.128239, -0.024989, -9.776124, -0.001490, 0.002361, -0.003584
1763766190.876539, 0.128239, -0.024989, -9.776124, -0.001490, 0.002361, -0.003584
1763766190.887132, 0.134524, -0.029179, -9.768492, -0.001770, 0.002522, -0.002168
1763766190.897137, 0.132280, -0.033519, -9.774029, -0.002962, 0.002778, -0.002897
1763766190.907149, 0.131980, -0.033668, -9.773281, -0.002331, 0.002637, -0.003293
1763766190.917006, 0.131681, -0.028282, -9.783307, -0.001714, 0.001994, -0.002018
1763766190.926523, 0.131681, -0.028282, -9.783307, -0.001714, 0.001994, -0.002018
1763766190.937141, 0.126893, -0.020500, -9.777321, -0.003111, 0.003762, -0.001704
1763766190.947128, 0.135272, -0.032022, -9.773281, -0.002509, 0.002119, -0.001711
1763766190.957130, 0.129287, -0.038756, -9.755175, -0.003266, 0.002301, -0.001920
1763766190.967012, 0.127791, -0.035464, -9.777321, -0.003298, 0.002809, -0.001051
1763766190.976513, 0.130185, -0.028581, -9.772383, -0.003007, 0.003014, -0.003805
1763766190.987128, 0.133327, -0.020351, -9.777321, -0.002533, 0.003812, -0.002067
1763766190.997127, 0.126144, -0.014814, -9.780314, -0.002498, 0.002450, -0.001435
1763766191.007119, 0.135272, -0.017208, -9.776722, -0.002239, 0.002132, -0.003150
1763766191.017024, 0.140510, -0.030077, -9.765200, -0.001969, 0.001790, -0.002704
1763766191.026515, 0.116268, -0.033369, -9.778368, -0.003266, 0.003911, -0.002203
1763766191.037131, 0.137517, -0.024092, -9.770288, -0.003911, 0.002435, -0.002202
1763766191.047127, 0.121655, -0.030825, -9.761609, -0.002700, 0.003446, -0.001576
1763766191.056155, 0.128539, -0.031723, -9.777171, -0.002700, 0.003446, -0.001576
1763766191.067030, 0.135272, -0.021398, -9.773580, -0.003082, 0.002833, -0.002930
1763766191.076510, 0.121655, -0.026935, -9.765949, -0.002987, 0.002506, -0.002385
1763766191.087129, 0.122553, -0.031873, -9.773430, -0.001392, 0.002834, -0.002550
1763766191.097132, 0.126893, -0.020351, -9.759514, -0.003099, 0.002535, -0.004331
1763766191.107128, 0.121057, -0.027833, -9.773580, -0.001767, 0.004013, -0.002312
1763766191.117042, 0.133327, -0.033818, -9.778368, -0.003186, 0.003531, -0.002780
1763766191.126151, 0.132130, -0.029479, -9.772084, -0.002748, 0.002544, -0.002797
1763766191.137001, 0.123002, -0.025289, -9.780912, -0.002499, 0.001585, -0.002978
1763766191.147146, 0.134375, -0.024391, -9.771036, -0.003453, 0.003929, -0.003554
