SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
1763763602.052400, -0.048483, 0.035614, -9.779416, -0.002797, 0.004620, -0.001414
1763763602.062090, -0.057012, 0.020650, -9.751583, -0.002283, 0.002008, -0.002506
1763763602.071892, -0.031274, 0.013168, -9.803957, -0.004544, 0.003263, -0.002733
1763763602.082399, -0.046687, 0.041150, -9.800066, -0.003785, 0.003589, -0.001499
1763763602.092389, -0.047285, 0.024391, -9.743802, -0.001139, 0.002556, -0.001787
1763763602.102394, -0.040851, 0.045939, -9.765500, -0.002836, 0.001932, -0.000844
1763763602.112102, -0.035913, 0.015862, -9.815329, -0.003878, 0.004219, -0.002777
1763763602.122388, -0.038607, 0.021847, -9.773879, -0.002642, 0.003083, -0.001439
1763763602.132388, -0.037858, 0.034866, -9.782858, -0.004049, 0.002978, -0.001718
1763763602.142390, -0.031723, 0.019902, -9.790938, -0.001140, 0.002223, -0.003433
1763763602.152394, -0.042647, 0.022446, -9.780015, -0.003109, 0.002435, -0.002686
1763763602.162114, -0.049231, 0.019902, -9.764602, -0.003596, 0.003111, -0.002981
1763763602.172385, -0.045789, 0.024690, -9.777620, -0.002728, 0.003262, -0.001652
1763763602.182405, -0.034716, 0.019453, -9.801413, -0.002992, 0.003147, -0.002995
1763763602.192391, -0.042497, 0.022745, -9.747693, -0.002762, 0.003367, -0.002577
1763763602.202406, -0.049829, 0.019603, -9.769540, -0.001465, 0.002469, -0.002809
1763763602.212120, -0.034566, 0.027683, -9.801113, -0.003327, 0.003953, -0.003251
1763763602.222387, -0.051775, 0.040851, -9.764303, -0.003084, 0.002279, -0.001395
1763763602.232404, -0.038008, 0.021997, -9.780763, -0.003194, 0.003780, -0.002325
1763763602.241434, -0.042048, 0.020949, -9.778668, -0.003530, 0.002655, -0.001839
1763763602.252389, -0.050278, 0.021249, -9.791088, -0.003648, 0.001997, -0.001698
1763763602.262130, -0.049829, 0.022895, -9.756671, -0.002560, 0.003346, -0.002398
1763763602.272389, -0.051475, 0.029479, -9.769989, -0.003239, 0.002436, -0.002118
1763763602.282401, -0.024840, 0.027833, -9.806201, -0.001989, 0.002627, -0.002553
1763763602.292391, -0.032172, 0.035464, -9.799168, -0.004112, 0.002491, -0.002354
1763763602.302391, -0.041001, 0.023792, -9.742755, -0.001648, 0.003107, -0.001626
1763763602.312134, -0.046388, 0.023792, -9.801562, -0.005263, 0.002135, -0.003286
1763763602.322397, -0.026336, 0.020500, -9.799318, -0.001696, 0.003695, -0.001431
1763763602.332400, -0.050428, 0.034566, -9.750237, -0.002587, 0.002357, -0.003462
1763763602.342394, -0.037260, 0.019004, -9.802011, -0.003668, 0.002294, -0.002562
1763763602.352405, -0.031574, 0.029030, -9.782259, -0.003005, 0.004324, -0.002604
1763763602.362145, -0.049231, 0.029329, -9.767445, -0.003202, 0.002946, -0.003343
1763763602.372398, -0.034267, 0.013018, -9.745747, -0.002262, 0.003408, -0.004348
1763763602.382402, -0.035614, 0.024989, -9.798270, -0.004458, 0.001938, -0.002006
1763763602.392402, -0.039055, 0.021847, -9.805004, -0.003412, 0.003545, -0.002538
1763763602.402399, -0.052074, 0.025887, -9.739163, -0.001263, 0.002509, -0.002490
1763763602.412164, -0.026935, 0.026187, -9.801862, -0.002442, 0.001726, -0.001410
1763763602.422407, -0.033668, 0.019902, -9.784803, -0.004044, 0.004113, -0.003250
1763763602.432415, -0.049829, 0.029778, -9.792883, -0.003338, 0.002614, -0.002998
1763763602.442401, -0.030077, 0.029329, -9.765200, -0.001492, 0.002989, -0.001709
1763763602.452403, -0.032022, 0.023493, -9.804405, -0.004176, 0.003469, -0.002884
1763763602.462168, -0.035614, 0.035464, -9.778817, -0.000742, 0.004084, -0.000935
1763763602.472400, -0.048931, 0.032621, -9.739313, -0.001875, 0.003507, -0.002269
1763763602.482403, -0.041001, 0.022446, -9.799617, -0.004292, 0.003348, -0.001366
1763763602.492401, -0.046238, 0.025139, -9.794978, -0.003353, 0.002885, -0.002719
1763763602.502398, -0.052074, 0.041899, -9.774777, -0.003790, 0.003551, -0.002212
1763763602.512180, -0.052373, 0.031873, -9.755025, -0.002173, 0.004421, -0.001412
1763763602.522388, -0.050428, 0.026486, -9.809493, -0.003496, 0.003120, -0.003056
1763763602.532395, -0.038607, 0.021398, -9.770887, -0.003595, 0.002762, -0.000670
1763763602.541665, -0.022745, 0.028581, -9.750237, -0.002573, 0.004081, -0.003647
1763763602.552393, -0.032621, 0.027234, -9.818621, -0.003709, 0.004109, -0.002457
1763763602.562194, -0.031274, 0.034117, -9.753080, -0.000424, 0.001973, -0.003489
1763763602.572395, -0.053720, 0.027084, -9.777022, -0.002923, 0.002362, -0.003082
1763763602.582395, -0.029030, 0.022446, -9.765949, -0.002693, 0.003008, -0.001459
1763763602.592400, -0.044143, 0.024989, -9.791088, -0.002998, 0.003831, -0.002364
1763763602.602405, -0.042347, 0.030676, -9.779566, -0.002635, 0.002595, -0.003320
1763763602.612186, -0.043993, 0.030825, -9.765649, -0.003716, 0.002660, -0.002418
1763763602.622407, -0.033220, 0.026187, -9.775974, -0.002151, 0.002964, -0.003737
1763763602.632404, -0.046687, 0.034716, -9.794080, -0.004824, 0.002173, -0.000849
1763763602.642395, -0.045340, 0.015562, -9.771336, -0.002601, 0.003002, -0.004124
1763763602.652408, -0.044143, 0.014814, -9.789591, -0.002176, 0.002054, -0.002691
1763763602.662199, -0.048931, 0.021398, -9.803807, -0.004940, 0.002559, -0.003763
1763763602.671925, -0.043545, 0.023792, -9.718214, -0.000540, 0.002929, -0.003279
1763763602.682410, -0.050428, 0.037409, -9.801562, -0.004880, 0.002803, -0.002582
1763763602.691628, -0.035614, 0.025588, -9.812935, -0.002676, 0.004041, -0.002790
1763763602.702399, -0.045191, 0.043395, -9.765649, -0.004675, 0.002452, -0.002561
1763763602.712208, -0.044891, 0.033818, -9.772533, -0.002443, 0.003546, -0.002871
1763763602.722410, -0.057760, 0.032621, -9.796475, -0.003037, 0.002810, -0.002361
1763763602.732398, -0.048931, 0.019752, -9.798570, -0.002783, 0.002515, -0.002072
1763763602.742397, -0.047285, 0.034117, -9.744999, -0.000754, 0.004323, -0.002982
1763763602.752397, -0.048333, 0.029628, -9.799916, -0.002302, 0.003875, -0.001815
1763763602.762213, -0.042796, 0.031873, -9.798420, -0.003123, 0.004201, -0.002183
1763763602.772398, -0.048782, 0.039953, -9.779566, -0.002682, 0.003233, -0.001349
1763763602.782400, -0.039654, 0.029329, -9.759963, -0.002662, 0.002408, -0.002196
1763763602.792396, -0.043993, 0.025738, -9.789891, -0.004922, 0.004059, -0.002204
1763763602.802401, -0.024840, 0.008679, -9.790489, -0.002736, 0.002224, -0.001547
1763763602.812229, -0.039654, 0.039205, -9.772533, -0.002410, 0.002868, -0.003126
1763763602.822397, -0.042347, 0.038906, -9.795876, -0.003575, 0.002458, -0.002739
1763763602.832399, -0.038906, 0.024541, -9.788544, -0.003125, 0.003063, -0.002733
1763763602.842397, -0.045041, 0.027234, -9.787047, -0.004147, 0.003047, -0.002850
1763763602.852398, -0.038906, 0.029329, -9.753229, -0.001022, 0.002915, -0.002873
1763763602.862228, -0.041599, 0.036212, -9.797223, -0.003230, 0.003189, -0.001617
1763763602.872401, -0.031274, 0.024391, -9.788993, -0.003171, 0.003123, -0.003373
1763763602.882410, -0.046537, 0.023792, -9.753080, -0.002262, 0.001307, -0.002907
1763763602.892399, -0.039804, 0.012570, -9.806800, -0.004616, 0.002714, -0.002721
1763763602.902404, -0.043844, 0.025588, -9.774628, -0.001019, 0.003479, -0.002953
1763763602.912237, -0.052224, 0.016909, -9.777171, -0.002629, 0.002129, -0.003260
1763763602.922398, -0.029030, 0.025139, -9.767295, -0.002665, 0.003005, -0.003004
1763763602.932395, -0.051475, 0.036362, -9.807099, -0.006228, 0.001245, -0.003980
1763763602.942411, -0.043395, 0.020949, -9.763255, -0.002965, 0.002493, -0.002316
1763763602.952411, -0.051026, 0.028581, -9.759664, -0.004277, 0.001683, -0.002042
1763763602.962262, -0.036811, 0.015413, -9.825355, -0.003100, 0.004065, -0.002390
1763763602.972402, -0.041001, 0.023643, -9.770438, -0.002491, 0.003389, -0.002514
1763763602.982397, -0.054468, 0.036063, -9.769091, -0.002544, 0.000997, -0.001957
1763763602.992397, -0.032621, 0.010774, -9.787646, -0.001279, 0.003598, -0.000442
1763763603.002407, -0.045490, 0.020949, -9.811289, -0.004571, 0.002653, -0.002406
1763763603.012269, -0.042198, 0.031125, -9.781511, -0.003318, 0.002152, -0.001472
1763763603.022414, -0.041749, 0.039654, -9.751284, -0.001210, 0.003733, -0.001966
1763763603.032402, -0.039953, 0.017358, -9.807548, -0.003815, 0.002177, -0.004287
1763763603.042410, -0.061351, 0.025438, -9.757719, -0.003937, 0.001688, -0.002223
1763763603.052406, -0.052972, 0.034716, -9.769989, -0.003227, 0.002289, -0.002499
1763763603.062268, -0.021697, 0.005537, -9.785252, -0.001627, 0.003157, -0.002253
1763763603.072402, -0.052373, 0.017657, -9.801263, -0.003831, 0.002329, -0.001617
1763763603.082398, -0.046837, 0.042198, -9.742904, -0.001457, 0.003157, -0.001146
1763763603.092398, -0.048782, 0.034716, -9.784055, -0.002434, 0.003305, -0.002957
1763763603.102400, -0.032322, 0.012270, -9.801712, -0.002621, 0.003173, -0.002152
1763763603.112286, -0.031274, 0.039804, -9.781062, -0.004142, 0.002334, -0.002465
1763763603.122402, -0.038607, 0.036212, -9.765949, -0.002400, 0.002312, -0.002129
1763763603.132399, -0.037559, 0.018106, -9.780912, -0.002306, 0.003502, -0.002780
1763763603.142411, -0.060454, 0.028730, -9.803957, -0.004578, 0.002104, -0.001120
1763763603.152412, -0.041300, 0.016161, -9.737069, -0.000206, 0.002831, -0.002014
1763763603.162291, -0.041599, 0.009278, -9.789292, -0.003733, 0.003849, -0.003616
1763763603.172406, -0.037409, 0.026635, -9.808296, -0.003254, 0.003421, -0.001706
1763763603.182406, -0.051176, 0.038607, -9.734375, -0.003936, 0.002505, -0.002846
1763763603.192402, -0.052373, 0.021847, -9.784653, -0.005092, 0.002052, -0.003657
1763763603.201416, -0.042347, 0.017657, -9.785252, -0.001703, 0.003217, -0.002186
1763763603.212309, -0.030975, 0.008080, -9.795278, -0.003139, 0.002866, -0.002369
1763763603.222412, -0.045789, 0.020650, -9.765051, -0.001183, 0.002864, -0.002126
1763763603.232408, -0.039055, 0.021398, -9.796325, -0.002126, 0.002764, -0.002815
1763763603.242417, -0.043844, 0.025438, -9.777620, -0.001996, 0.003137, -0.001425
1763763603.251831, -0.059256, 0.032471, -9.784055, -0.005808, 0.001589, -0.001911
1763763603.262310, -0.042497, 0.034566, -9.769690, -0.002137, 0.002409, -0.003941
1763763603.272405, -0.050278, 0.029479, -9.778518, -0.003291, 0.002555, -0.001584
1763763603.282419, -0.038307, 0.016310, -9.782409, -0.002877, 0.002973, -0.002422
1763763603.292407, -0.039804, 0.033818, -9.745299, 0.000511, 0.001508, -0.002282
1763763603.302401, -0.044592, 0.031574, -9.796475, -0.004685, 0.002800, -0.000978
1763763603.312335, -0.041150, 0.031723, -9.780015, -0.002713, 0.003482, -0.002087
1763763603.322411, -0.047285, 0.030975, -9.769839, -0.003940, 0.002327, -0.002141
1763763603.332413, -0.040253, 0.027982, -9.781361, -0.002275, 0.003704, -0.002133
1763763603.342405, -0.046388, 0.030526, -9.794230, -0.005679, 0.003062, -0.002062
1763763603.352409, -0.050129, 0.037260, -9.793781, -0.003170, 0.002589, -0.002591
1763763603.362328, -0.032471, 0.017508, -9.753978, -0.003307, 0.002277, -0.003486
1763763603.372439, -0.044442, 0.029329, -9.795128, -0.003817, 0.003613, -0.002506
1763763603.382404, -0.034716, 0.021099, -9.777321, -0.002438, 0.003701, -0.004555
1763763603.392405, -0.057461, 0.039355, -9.762657, -0.004525, 0.002144, -0.003329
1763763603.402415, -0.037709, 0.020650, -9.781960, -0.001269, 0.001895, -0.004460
1763763603.412333, -0.039804, 0.027384, -9.805453, -0.004737, 0.003065, -0.003448
1763763603.422412, -0.036063, 0.019154, -9.761011, -0.002495, 0.001127, -0.002488
1763763603.432428, -0.033220, 0.024989, -9.764303, -0.001912, 0.003227, -0.002161
1763763603.442412, -0.027982, 0.026935, -9.802460, -0.003018, 0.002439, -0.002344
1763763603.452408, -0.047734, 0.038307, -9.762208, -0.001638, 0.002640, -0.002662
1763763603.462344, -0.046687, 0.036960, -9.776274, -0.003431, 0.003029, -0.002791
1763763603.471740, -0.035913, 0.020201, -9.786299, -0.001031, 0.003391, -0.002556
1763763603.482420, -0.040701, 0.021697, -9.814730, -0.003914, 0.003077, -0.003360
1763763603.492412, -0.041899, 0.022745, -9.765500, -0.002425, 0.002112, -0.001981
1763763603.502412, -0.045639, 0.029778, -9.736470, -0.001553, 0.001204, -0.002258
1763763603.512351, -0.042198, 0.032471, -9.825355, -0.004328, 0.003252, -0.002669
1763763603.522408, -0.039205, 0.026935, -9.758616, -0.001611, 0.002820, -0.002124
1763763603.532425, -0.044442, 0.026935, -9.779566, -0.002335, 0.004154, -0.001737
1763763603.542421, -0.036960, 0.027084, -9.791537, -0.003570, 0.003722, -0.002815
1763763603.552412, -0.044143, 0.017957, -9.780314, -0.003308, 0.001169, -0.002410
1763763603.562356, -0.048483, 0.024989, -9.775825, -0.002083, 0.003071, -0.003098
1763763603.572419, -0.044442, 0.025139, -9.798121, -0.003209, 0.001755, -0.002533
1763763603.582418, -0.048183, 0.021099, -9.785701, -0.003737, 0.004051, -0.000968
1763763603.592416, -0.043844, 0.033668, -9.755324, -0.001189, 0.003254, -0.002184
1763763603.602421, -0.045041, 0.032771, -9.783606, -0.003312, 0.002792, -0.001388
1763763603.612378, -0.045939, 0.026785, -9.781960, -0.002257, 0.001805, -0.000031
1763763603.622422, -0.041450, 0.020051, -9.773879, -0.004037, 0.003505, -0.002407
1763763603.632412, -0.038457, 0.019752, -9.774328, -0.002277, 0.003935, -0.004118
1763763603.642412, -0.050428, 0.020201, -9.797821, -0.003952, 0.003333, -0.002054
1763763603.652413, -0.037409, 0.032471, -9.781661, -0.003235, 0.001553, -0.002684
1763763603.662375, -0.056264, 0.039055, -9.754576, -0.002953, 0.002387, -0.001960
1763763603.672424, -0.044442, 0.027833, -9.793332, -0.005595, 0.003334, -0.003152
1763763603.682423, -0.052224, 0.031274, -9.795427, -0.002439, 0.002999, -0.002327
1763763603.692419, -0.051775, 0.036512, -9.767595, -0.001744, 0.005680, -0.003971
1763763603.702411, -0.052822, 0.034117, -9.808296, -0.002959, 0.002538, -0.002128
1763763603.712388, -0.028431, 0.013767, -9.788544, -0.001973, 0.003452, -0.002221
1763763603.722412, -0.050578, 0.045490, -9.766098, -0.002525, 0.002438, -0.001707
1763763603.732414, -0.037709, 0.018256, -9.786599, -0.002192, 0.002946, -0.002619
1763763603.742416, -0.045639, 0.036063, -9.772982, -0.002898, 0.003941, -0.002231
1763763603.752412, -0.035165, 0.036063, -9.790040, -0.003173, 0.002893, -0.001789
1763763603.762396, -0.043395, 0.028282, -9.756821, -0.003207, 0.004486, -0.002392
1763763603.772411, -0.040103, 0.024092, -9.802759, -0.004753, 0.003684, -0.001427
1763763603.782413, -0.039355, 0.024092, -9.755324, -0.003204, 0.002794, -0.000395
1763763603.792411, -0.056413, 0.029778, -9.780015, -0.003762, 0.002427, -0.003536
1763763603.802411, -0.040103, 0.020201, -9.792734, -0.002739, 0.003684, -0.002637
1763763603.812413, -0.036960, 0.029030, -9.774927, -0.002890, 0.004001, -0.003217
1763763603.822418, -0.050428, 0.020949, -9.771635, -0.004777, 0.003156, -0.001009
1763763603.832415, -0.033818, 0.025738, -9.764751, -0.001795, 0.003481, -0.002504
1763763603.842426, -0.038906, 0.032022, -9.793632, -0.002380, 0.003763, -0.002586
1763763603.852416, -0.048632, 0.036661, -9.759664, -0.002712, 0.003180, -0.001821
1763763603.862411, -0.053720, 0.037858, -9.767595, -0.002665, 0.002218, -0.001070
1763763603.872423, -0.031274, 0.022595, -9.791088, -0.002594, 0.002979, -0.000990
1763763603.882415, -0.055516, 0.028132, -9.806201, -0.004605, 0.003164, -0.002477
1763763603.892413, -0.050727, 0.028431, -9.753678, -0.000990, 0.002545, -0.000541
1763763603.902421, -0.049380, 0.024241, -9.772233, -0.003002, 0.004051, -0.003261
1763763603.912425, -0.044742, 0.032322, -9.809343, -0.003623, 0.003515, -0.002198
1763763603.922423, -0.042946, 0.027833, -9.762956, -0.004221, 0.003002, -0.002811
1763763603.932419, -0.032172, 0.025588, -9.797672, -0.004402, 0.002017, -0.003015
1763763603.942412, -0.044293, 0.021697, -9.781212, -0.003001, 0.002372, -0.003099
1763763603.952414, -0.040402, 0.029778, -9.781810, -0.003370, 0.003600, -0.002672
1763763603.962436, -0.043096, 0.018256, -9.778967, -0.003261, 0.003185, -0.001951
1763763603.972425, -0.043993, 0.016909, -9.769091, -0.002760, 0.002412, -0.002220
1763763603.982426, -0.059855, 0.043096, -9.809942, -0.003886, 0.003678, -0.002081
1763763603.992417, -0.040701, 0.014066, -9.749937, -0.000996, 0.003535, -0.002048
1763763604.002428, -0.043993, 0.035614, -9.779865, -0.003553, 0.002503, -0.001869
1763763604.012082, -0.041450, 0.020051, -9.786898, -0.003301, 0.003470, -0.002308
1763763604.022421, -0.043245, 0.025289, -9.772233, -0.004923, 0.001642, -0.002923
1763763604.032421, -0.036960, 0.021398, -9.780314, -0.003688, 0.002413, -0.002127
1763763604.042423, -0.032621, 0.017059, -9.791686, -0.003367, 0.002223, -0.003119
1763763604.052424, -0.056264, 0.023643, -9.781062, -0.002961, 0.001994, -0.001758
1763763604.062417, -0.052373, 0.039205, -9.765350, -0.003429, 0.002441, -0.001000
1763763604.072422, -0.044442, 0.027084, -9.785850, -0.003302, 0.003263, -0.002845
1763763604.082421, -0.031723, 0.011672, -9.801113, -0.004186, 0.003037, -0.002678
1763763604.091615, -0.045939, 0.032022, -9.776722, -0.004210, 0.002656, -0.002916
1763763604.102424, -0.037260, 0.029479, -9.750985, -0.000786, 0.003631, -0.002383
1763763604.112421, -0.050428, 0.027533, -9.789891, -0.005052, 0.003669, -0.002824
1763763604.122416, -0.028581, 0.017657, -9.805752, -0.006103, 0.002168, -0.002963
1763763604.132414, -0.046687, 0.033369, -9.755773, -0.003287, 0.001932, -0.003275
1763763604.142420, -0.039654, 0.014964, -9.795577, -0.001891, 0.003617, -0.003469
1763763604.152425, -0.038607, 0.023792, -9.788693, -0.003632, 0.003048, -0.003357
1763763604.162423, -0.050428, 0.020650, -9.774777, -0.002466, 0.003336, -0.002321
1763763604.172420, -0.043844, 0.025438, -9.769241, -0.001316, 0.003051, -0.003115
1763763604.181556, -0.041599, 0.028581, -9.806949, -0.004151, 0.002434, -0.003970
1763763604.192429, -0.036212, 0.017657, -9.780314, -0.003273, 0.002963, -0.002057
1763763604.202422, -0.050727, 0.030676, -9.761310, -0.003160, 0.002822, -0.003669
1763763604.212427, -0.048333, 0.028132, -9.788993, -0.003989, 0.003215, -0.002332
1763763604.222424, -0.040103, 0.019154, -9.764751, -0.003061, 0.002331, -0.001710
1763763604.232417, -0.040253, 0.037409, -9.782409, -0.004172, 0.001250, -0.000646
1763763604.242430, -0.037260, 0.024092, -9.760861, -0.002247, 0.002855, -0.003431
1763763604.252425, -0.046837, 0.029479, -9.810690, -0.003449, 0.002264, -0.000613
1763763604.262430, -0.053121, 0.025738, -9.759813, -0.001363, 0.003464, -0.002159
1763763604.272431, -0.045340, 0.037858, -9.769241, -0.004703, 0.001809, -0.001967
1763763604.282430, -0.043694, 0.022146, -9.807099, -0.004839, 0.003235, -0.003020
1763763604.292424, -0.040701, 0.033220, -9.762657, -0.001996, 0.002859, -0.001116
1763763604.302429, -0.049530, 0.034267, -9.804555, -0.001051, 0.004060, -0.003656
1763763604.312419, -0.030825, 0.016610, -9.769839, -0.001492, 0.003903, -0.002805
1763763604.322429, -0.045789, 0.035913, -9.802610, -0.005111, 0.003230, -0.003321
1763763604.332420, -0.043245, 0.019752, -9.758616, -0.001725, 0.002423, -0.001157
1763763604.342429, -0.051176, 0.029928, -9.770737, -0.003897, 0.003818, -0.002659
1763763604.352422, -0.043545, 0.017358, -9.804705, -0.002261, 0.003999, -0.002430
1763763604.362423, -0.040103, 0.026037, -9.778817, -0.001889, 0.003405, -0.002943
1763763604.372430, -0.050727, 0.023044, -9.781212, -0.003328, 0.002394, -0.002876
1763763604.382420, -0.037709, 0.017208, -9.787945, -0.002047, 0.003442, -0.002694
1763763604.392422, -0.039654, 0.029628, -9.797372, -0.003409, 0.003289, -0.002022
1763763604.402423, -0.040701, 0.021099, -9.757270, -0.001127, 0.002353, -0.001174
1763763604.412429, -0.038607, 0.031274, -9.774927, -0.004018, 0.002885, -0.001848
1763763604.422421, -0.032322, 0.013018, -9.790639, -0.001468, 0.003291, -0.002882
1763763604.432438, -0.049530, 0.036212, -9.773879, -0.003002, 0.002651, -0.002189
1763763604.442426, -0.050727, 0.021997, -9.783905, -0.002414, 0.003068, -0.002406
1763763604.452428, -0.048333, 0.011522, -9.772682, -0.001869, 0.004103, -0.001674
1763763604.462425, -0.047734, 0.025887, -9.799467, -0.003258, 0.003916, -0.003001
1763763604.471555, -0.044143, 0.032771, -9.746496, -0.000693, 0.003049, -0.001739
1763763604.482423, -0.038457, 0.029628, -9.794679, -0.004001, 0.003690, -0.000924
